WP_014025352	0.9963615536689758	0.46651195138565527
WP_014025352	0.9527108073234558	0.42286112540922716
WP_014025352	0.9651175737380981	0.43526799051596754
WP_014025352	0.9589647054672241	0.4291151775905746
WP_014025352	0.9868077635765076	0.45695822064068636
WP_014025352	0.8100340366363525	0.28018428696066167
WP_014024830	0.9936376214027405	0.4637882267661553
WP_014024830	0.9549286365509033	0.4250789878595924
WP_014024830	0.9164409041404724	0.3865914097052041
WP_014024830	0.8986343741416931	0.3687847323706137
WP_014024830	0.29420557618141174	-0.23564404890475998
