AUC	AUPRC	MCC	F1	Precision	Recall	Specificity	Accuracy	TN	FP	FN	TP
0.9535420982392154	0.9603964755029539	0.7759870034087044	0.8881259795507127	0.8870005963029219	0.8892542220893738	0.8867304243873282	0.8879922289471718	5934	758	741	5950
